# Information
Data start from 4th line. Information about this data can be written here (in one line without comma)
# ObjectName, reflectivity (ObjecName may not be equal to that of the model name in the world file. Double check at world tab on the the left of gazebo window, defualt 0.001)
cylinder_sonar_tank,0.01
rod_target,0.00001
plate_target,0.00002
